source,target,Genre,Track,Year,Popularity
Three 6 Mafia,Paul Wall,hip-hop,When I Pull Up At the Club (feat. Paul Wall) - Explicit Album Version,2005,31
Three 6 Mafia,Lil Jon,pop,Act A Fool,2006,54
Three 6 Mafia,Chamillionaire,pop,Doe Boy Fresh (feat. Chamillionaire),2007,46
Three 6 Mafia,Akon,pop,That's Right (feat. Akon) - Explicit Album Version,2008,54
Three 6 Mafia,Lil Wyte,hip-hop,Rollin' (feat. Lil' Wyte) - Explicit Album Version,2008,25
Ivy Queen,Divino,pop,Pobre Corazón - Remix,2007,51
Ivy Queen,Don Omar,reggae,Robarte un Beso,2007,27
Ivy Queen,Don Omar,reggae,Ámame o Mátame,2017,43
Ivy Queen,Ken-Y,reggae,En Que Fallamos - Remix,2007,28
Ivy Queen,Cosculluela,reggae,Permanent,2009,28
Ivy Queen,Wisin & Yandel,reggae,Acércate,2010,31
Ivy Queen,Farruko,reggae,Te Sirvo de Abrigo,2015,28
Ivy Queen,Jowell & Randy,reggae,Nací para Amarte,2015,27
M.O.P.,Styles P,hip-hop,Yall Don't Wanna Fuck,2002,27
M.O.P.,50 Cent,hip-hop,When Death Becomes U,2005,39
Daddy Yankee,Nicky Jam,hip-hop,En La Cama (feat. Daddy Yankee),2001,64
Daddy Yankee,Nicky Jam,hip-hop,Guayando,2002,48
Daddy Yankee,Nicky Jam,hip-hop,Ella Esta Soltera,2002,42
Daddy Yankee,Nicky Jam,reggae,Musica Killa,2003,29
Daddy Yankee,Nicky Jam,hip-hop,Sabanas Blancas,2004,42
Daddy Yankee,Nicky Jam,reggae,Vente Conmigo,2004,27
Daddy Yankee,Nicky Jam,reggae,En la Cama,2004,29
Daddy Yankee,Nicky Jam,hip-hop,Unknown (Nicky Jam Y Daddy Yankee / Gargolas 3),2006,38
Daddy Yankee,Nicky Jam,reggae,Sabanas Blancas,2006,36
Daddy Yankee,Nicky Jam,reggae,Sentirte,2006,26
Daddy Yankee,Nicky Jam,reggae,El Party Me Llama,2012,39
Daddy Yankee,Nicky Jam,reggae,Buscarte,2014,37
Daddy Yankee,Nicky Jam,reggae,Buscarte (feat. Daddy Yankee),2016,39
Daddy Yankee,Nicky Jam,reggae,Hasta el Amanecer (feat. Daddy Yankee) - The Remix,2017,58
Daddy Yankee,Nicky Jam,reggae,Tu Hombre (feat. Daddy Yankee),2017,54
Daddy Yankee,Yaga & Mackie,hip-hop,Maúlla,2002,50
Daddy Yankee,Yaga & Mackie,reggae,Le Gusta a la Mujer,2002,28
Daddy Yankee,Divino,hip-hop,¡Dimelo!,2002,41
Daddy Yankee,Divino,reggae,Nada Ha Cambiao’,2013,42
Daddy Yankee,Don Omar,reggae,Suena el Bajo,2002,27
Daddy Yankee,Don Omar,hip-hop,Gata Gangster,2003,53
Daddy Yankee,Don Omar,reggae,Tírate Al Medio,2015,48
Daddy Yankee,Lito y Polaco,reggae,El Cangri,2002,31
Daddy Yankee,Lito y Polaco,reggae,El Gran Robo (feat. Daddy Yankee),2014,35
Daddy Yankee,Alex Gargolas,hip-hop,Muevete y Perrea,2003,41
Daddy Yankee,Zion & Lennox,hip-hop,Tu Príncipe,2004,73
Daddy Yankee,Zion & Lennox,hip-hop,Yo Voy,2014,48
Daddy Yankee,Zion & Lennox,reggae,Cierra los ojos (feat. Daddy Yankee),2016,46
Daddy Yankee,Wisin & Yandel,hip-hop,No Me Dejes Solo,2004,65
Daddy Yankee,Wisin & Yandel,hip-hop,Paleta,2005,51
Daddy Yankee,Wisin,hip-hop,Saoco,2004,59
Daddy Yankee,"Héctor ""El Father""",hip-hop,Machete,2004,53
Daddy Yankee,"Héctor ""El Father""",hip-hop,Tensión,2007,36
Daddy Yankee,Paul Wall,reggae,Machete - Remix,2005,36
Daddy Yankee,"Tito ""El Bambino""",hip-hop,Mia,2006,51
Daddy Yankee,"Tito ""El Bambino""",hip-hop,Me Enteré,2010,46
Daddy Yankee,"Tito ""El Bambino""",reggae,Chequea Como Se Siente,2014,29
Daddy Yankee,Fergie,hip-hop,Impacto - Remix,2007,54
Daddy Yankee,Akon,reggae,Bring It On,2007,35
Daddy Yankee,Arcangel,hip-hop,Pasión,2008,45
Daddy Yankee,Arcangel,reggae,Guaya,2013,49
Daddy Yankee,Arcangel,reggae,Pakas de 100,2013,33
Daddy Yankee,Arcangel,reggae,Millonarios,2013,35
Daddy Yankee,Voltio,reggae,Dímelo Mami (feat. Daddy Yankee),2009,29
Daddy Yankee,Alexis y Fido,hip-hop,Rescate (feat. Daddy Yankee),2011,46
Daddy Yankee,Tony Dize,hip-hop,La Despedida - Remix,2011,31
Daddy Yankee,J Alvarez,hip-hop,El Amante,2012,52
Daddy Yankee,J Alvarez,reggae,Una Respuesta,2013,37
Daddy Yankee,Farruko,reggae,Pikete,2012,38
Daddy Yankee,Farruko,reggae,Mas Que Un Amigo,2012,24
Daddy Yankee,Farruko,reggae,Dónde Es El Party,2013,37
Daddy Yankee,Farruko,reggae,Una Nena - Bonus Track,2013,32
Daddy Yankee,Yandel,hip-hop,Moviendo Caderas (feat. Daddy Yankee),2013,67
Daddy Yankee,Yandel,reggae,Calentón,2013,40
Daddy Yankee,Tempo,reggae,Adictos Al Dinero Facil (feat. Daddy Yankee),2013,30
Daddy Yankee,French Montana,reggae,Self Made (feat. French Montana),2013,26
Daddy Yankee,Plan B,reggae,Sábado Rebelde,2015,53
Daddy Yankee,Plan B,reggae,Sábado Rebelde - Damn Frog Trap Remix,2015,36
Daddy Yankee,Ozuna,reggae,No Quiere Enamorarse - Remix,2016,61
Daddy Yankee,Ozuna,hip-hop,La Rompe Corazones,2017,72
Daddy Yankee,J Balvin,reggae,Pierde Los Modales,2016,55
Daddy Yankee,Cosculluela,reggae,A dónde voy (feat. Daddy Yankee),2016,53
Daddy Yankee,Bad Bunny,hip-hop,Vuelve,2017,71
Daddy Yankee,Natti Natasha,reggae,Otra Cosa,2017,47
Xzibit,Eminem,pop,Don't Aproach Me (feat. Eminem),2000,52
Xzibit,Keri Hilson,hip-hop,Hey Now (feat. Keri Hilson) - Mean Muggin - Xplicit Album Version,2004,40
Mase,DMX,pop,Take What's Yours (feat. DMX),1997,33
Mase,Brandy,pop,Top of the World (feat. Mase),1998,54
Mase,Cam’ron,pop,Horse & Carriage (feat. Mase),1998,45
Lil' Kim,Missy Elliott,pop,Hit 'Em wit da Hee (feat. Lil' Kim),1997,39
Lil' Kim,Missy Elliott,dance,Checkin' for You,1998,21
Lil' Kim,Missy Elliott,hip-hop,(When Kim Say) Can You Hear Me Now? (feat. Missy Elliott),2003,26
Lil' Kim,Carl Thomas,dance,Right Now (feat. Carl Thomas),2000,23
Lil' Kim,Christina Aguilera,pop,Can't Hold Us Down (feat. Lil' Kim),2002,64
Lil' Kim,Styles P,hip-hop,Get in Touch With Us (feat. Styles P. of the Lox),2003,36
Lil' Kim,Twista,hip-hop,Thug Luv (feat. Twista) [With Radio Interlude],2003,29
Lil' Kim,Twista,hip-hop,Do Wrong (feat. Lil' Kim),2005,31
Lil' Kim,T.I.,hip-hop,Get Ya Shit Together,2004,34
Lil' Kim,Britney Spears,rap,"Gimme More (""Kimme More"" Remix) (feat. Lil' Kim)",2008,44
Lil' Kim,Kevin Gates,hip-hop,#Mine (feat. Kevin Gates),2016,47
Missy Elliott,Big Boi,pop,All N My Grill (feat. Big Boi of Outkast & Nicole),1998,52
Missy Elliott,Big Boi,pop,All N My Grill (feat. Big Boi),1998,28
Missy Elliott,Eminem,pop,Busa Rhyme (feat. Eminem),1998,34
Missy Elliott,Beyoncé,hip-hop,Crazy Feelings,1998,30
Missy Elliott,Beyoncé,hip-hop,Nothing out There for Me (feat. Beyoncé Knowles),2002,34
Missy Elliott,Beyoncé,pop,Signs (feat. Missy Elliott),2003,46
Missy Elliott,Destiny's Child,pop,"Confessions (feat. Missy ""Misdemeanor"" Elliott)",1999,38
Missy Elliott,Destiny's Child,pop,"Bootylicious feat. Missy Elliot (Remix) (feat. Missy ""Misdemeanor"" Elliott) - Rockwilder Remix",1999,30
Missy Elliott,Eve,dance,Ain't Got No Dough,1999,22
Missy Elliott,Eve,pop,4 My People (feat. Eve),2001,51
Missy Elliott,Ludacris,pop,One Minute Man (feat. Ludacris),2001,59
Missy Elliott,Ludacris,pop,Gossip Folks (feat. Ludacris),2002,58
Missy Elliott,50 Cent,pop,Work It (feat. 50 Cent) - Remix,2002,42
Missy Elliott,Nelly,dance,Pump It Up (feat. Nelly),2003,28
Missy Elliott,Fabolous,dance,Sickalicious (feat. Missy Elliott),2003,26
Missy Elliott,Ciara,pop,"One, Two Step (feat. Missy Elliott)",2004,76
Missy Elliott,Ciara,pop,"1, 2 Step (feat. Missy Elliott) - Don Candiani Reggaeton Mix",2005,43
Missy Elliott,Ciara,dance,Work (feat. Missy Elliott),2009,38
Missy Elliott,Fantasia,pop,Free Yourself (feat. Missy Elliott),2004,55
Missy Elliott,Fantasia,soul,Selfish (I Want U 2 Myself) (feat. Missy Elliott),2004,27
Missy Elliott,Fantasia,hip-hop,4 My Man (feat. Fantasia),2005,30
Missy Elliott,J. Cole,hip-hop,Nobody's Perfect,2011,65
Missy Elliott,Pharrell Williams,hip-hop,WTF (Where They From) [feat. Pharrell Williams],2015,56
Dru Hill,Jermaine Dupri,pop,In My Bed - So So Def Mix,1997,48
Dru Hill,Ja Rule,soul,You Are Everything - Remix Radio Edit,1999,22
Dru Hill,N.O.R.E.,soul,On Me,2002,22
Jermaine Dupri,Jagged Edge,soul,Keys To The Range (feat. Jermaine Dupri),2000,29
Jermaine Dupri,Jagged Edge,soul,Stunnas (feat. Jermaine Dupri),2006,33
Jermaine Dupri,Ludacris,pop,Welcome to Atlanta (feat. Ludacris),2001,57
Jermaine Dupri,Ludacris,hip-hop,Welcome to Atlanta - Radio Edit,2002,21
Jermaine Dupri,Tyrese,soul,Girl I Can't Help It (feat. Jermaine Dupri),2002,25
Jermaine Dupri,Clipse,hip-hop,Let's Talk About It (feat. Clipse),2002,28
Jermaine Dupri,Paul Wall,pop,I'm Throwed (feat. Jermaine Dupri),2007,50
Jamie Foxx,Ludacris,pop,Unpredictable (feat. Ludacris) - Main,2005,54
Jamie Foxx,Twista,pop,DJ Play A Love Song (feat. Twista),2005,47
Jamie Foxx,50 Cent,hip-hop,Build You Up,2005,46
Jamie Foxx,T.I.,pop,Live In The Sky,2006,42
Jamie Foxx,T.I.,pop,Just Like Me,2008,48
Jamie Foxx,T.I.,soul,Just Like Me (feat. T.I.),2008,44
Jamie Foxx,Beyoncé,soul,When I First Saw You - Duet,2006,33
Jamie Foxx,T-Pain,pop,Blame It,2008,67
Jamie Foxx,T-Pain,soul,Blame It (feat. T-Pain) - Radio Mix,2008,28
Jamie Foxx,T-Pain,soul,Blame It (feat. T-Pain) - Club Mix,2014,38
Jamie Foxx,Drake,pop,Fall For Your Type (feat. Drake),2010,58
Jamie Foxx,Wiz Khalifa,soul,Best Night Of My Life (feat. Wiz Khalifa),2010,34
Jamie Foxx,Rick Ross,soul,Living Better Now (feat. Rick Ross),2010,31
Jamie Foxx,Pitbull,hip-hop,Where Do We Go (feat. Jamie Foxx),2011,39
Jamie Foxx,2 Chainz,soul,Party Ain't A Party (feat. 2 Chainz),2014,35
Jamie Foxx,Chris Brown,soul,You Changed Me (feat. Chris Brown),2015,52
The LOX,Kelly Price,pop,So Right (feat. Kelly Price),1998,40
The LOX,Carl Thomas,hip-hop,Let's Start Rap Over (feat. Carl Thomas),1998,27
The LOX,Ruff Ryders,pop,Dope Money,1999,34
The LOX,Ruff Ryders,hip-hop,Go Head,2000,34
The LOX,Eve,hip-hop,U Told Me,2000,27
DMX,Ruff Ryders,pop,Some X S***,1999,41
DMX,Ruff Ryders,hip-hop,Bugout,1999,24
DMX,Ruff Ryders,hip-hop,The Great,2000,24
DMX,Eve,hip-hop,Dog Match,1999,24
DMX,Swizz Beatz,pop,Get It On The Floor,2003,53
DMX,Swizz Beatz,hip-hop,We In Here (feat. Swizz Beatz),2006,31
DMX,Cam’ron,hip-hop,We Go Hard,2003,29
DMX,Ludacris,pop,Put Your Money,2004,43
DMX,Machine Gun Kelly,pop,I Don't Dance,2012,59
DMX,Machine Gun Kelly,hip-hop,D3MONS,2012,45
Mystikal,Trick Daddy,hip-hop,Tryin' to Stop Smokin' (feat. Mystikal),2000,22
Mystikal,Pharrell Williams,pop,Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,2001,47
Mystikal,Pharrell Williams,pop,Shake Ya Ass (feat. Pharrell Williams),2004,45
Mystikal,Mark Ronson,soul,Feel Right (feat. Mystikal),2015,55
Joe,G-Unit,pop,Wanna Get To Know You,2003,64
Joe,G-Unit,pop,Ride wit U (feat. G-Unit),2003,59
Joe,Fantasia,soul,Love & Sex,2013,32
Joe,Kelly Rowland,soul,"Love & Sex, Pt. 2 (feat. Kelly Rowland)",2014,36
Joe,50 Cent,hip-hop,Big Rich Town,2014,47
Erykah Badu,Macy Gray,pop,Sweet Baby (feat. Erykah Badu),2001,54
Erykah Badu,Dead Prez,soul,The Grind,2003,29
Erykah Badu,Robert Glasper,soul,Afro Blue,2012,55
Erykah Badu,Janelle Monáe,pop,Q.U.E.E.N. (feat. Erykah Badu),2013,55
Big Boi,Jagged Edge,soul,Car Show (feat. Big Boi),2003,20
Big Boi,Fantasia,soul,Hood Boy (feat. Big Boi) - Radio Edit,2006,41
Big Boi,Chris Brown,rap,Hold Up (feat. Big Boi),2007,38
Big Boi,Janelle Monáe,pop,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,2010,57
Big Boi,Gucci Mane,hip-hop,Shine Blockas,2010,36
Big Boi,Kid Cudi,hip-hop,She Hates Me,2012,34
Big Boi,Run The Jewels,hip-hop,Banana Clipper (feat. Big Boi),2013,49
MJG,8Ball,hip-hop,Middle Of The Night,1997,33
MJG,8Ball,hip-hop,Just Like Candy,1997,28
MJG,8Ball,hip-hop,Shine And Recline,1997,25
MJG,8Ball,hip-hop,Black Mac Is Back,1997,20
MJG,8Ball,hip-hop,Let's Ride,1998,22
MJG,8Ball,hip-hop,Stompin' And Pimpin',1998,23
MJG,8Ball,hip-hop,Don't Flex,1999,29
MJG,8Ball,hip-hop,We Started This,1999,27
MJG,8Ball,hip-hop,Nobody But Me,1999,26
MJG,8Ball,hip-hop,Daylight,1999,26
MJG,8Ball,hip-hop,Do It How It Go,1999,25
MJG,8Ball,hip-hop,We Don't Give A Fuck,1999,22
MJG,8Ball,hip-hop,Starships And Rockets,2008,31
MJG,8Ball,hip-hop,Life Goes On,2010,47
MJG,8Ball,hip-hop,Bring It Back,2010,35
Soulja Boy,Bow Wow,hip-hop,Marco Polo (feat. Soulja Boy Tell 'Em),2008,35
Soulja Boy,Chief Keef,pop,Save That Shit,2012,62
Soulja Boy,Chief Keef,hip-hop,3hunna (Remix),2012,39
Soulja Boy,Lil Wayne,hip-hop,Trigger Finger,2013,45
Hot Boys,JUVENILE,hip-hop,Spittin Game,1997,20
Hot Boys,JUVENILE,rap,Take It Off Your Shoulder,1997,21
Hot Boys,JUVENILE,pop,Ha - Remix Version,1998,33
Hot Boys,JUVENILE,hip-hop,A Million And One Things,1999,24
Hot Boys,JUVENILE,rap,You Dig,1999,24
Hot Boys,Lil Wayne,rap,Block Burner,1997,29
Hot Boys,Lil Wayne,hip-hop,Kisha,1999,27
Hot Boys,Lil Wayne,rap,Clear Tha Set,1999,28
Hot Boys,Lil Wayne,hip-hop,Hit U Up,2000,23
JUVENILE,Lil Wayne,pop,Run For It,1998,35
JUVENILE,Lil Wayne,hip-hop,G-Code,1999,31
JUVENILE,Lil Wayne,hip-hop,Enemy Turf,1999,25
JUVENILE,Lil Wayne,hip-hop,Respect Us,1999,24
JUVENILE,Project Pat,hip-hop,Make Dat Azz Clap (Back Clap) (feat. Juvenile) - Explicit Album Version,2002,33
JUVENILE,Lil Wyte,hip-hop,Ten Toes Tall,2003,35
N.O.R.E.,Carl Thomas,pop,I Love My Life,1998,34
N.O.R.E.,Cam’ron,hip-hop,Glory (featuring Noreaga) (feat. Noreaga),1998,25
N.O.R.E.,Pharrell Williams,hip-hop,Put 'Em Up (feat. Pharrell),2003,30
Hector & Tito,Lito y Polaco,reggae,Viviendo en Guerra,1998,23
Hector & Tito,Lito y Polaco,reggae,Caminando Contra El Viento (feat. Hector Y Tito),2014,28
Hector & Tito,Tempo,reggae,Entre Tu y Yo,1999,21
Hector & Tito,Don Omar,pop,Amor De Colegio - Live,2004,37
Tim McGraw,Faith Hill,country,It's Your Love,1997,62
Tim McGraw,Faith Hill,pop,Just to Hear You Say That You Love Me (with Tim McGraw),1998,42
Tim McGraw,Faith Hill,pop,Let's Make Love,1999,52
Tim McGraw,Faith Hill,country,Like We Never Loved At All,2006,37
Tim McGraw,Faith Hill,pop,I Need You,2007,55
Tim McGraw,Faith Hill,country,I Need You,2007,52
Tim McGraw,Faith Hill,country,Meanwhile Back At Mama's,2014,55
Tim McGraw,Faith Hill,country,The Rest of Our Life,2017,65
Tim McGraw,Faith Hill,country,Speak to a Girl,2017,53
Tim McGraw,Faith Hill,country,Keep Your Eyes On Me,2017,46
Tim McGraw,Faith Hill,country,Cowboy Lullaby,2017,41
Tim McGraw,Faith Hill,country,Devil Callin' Me Back,2017,40
Tim McGraw,Faith Hill,country,Break First,2017,38
Tim McGraw,Faith Hill,country,Sleeping in the Stars,2017,37
Tim McGraw,Faith Hill,country,The Bed We Made,2017,36
Tim McGraw,Nelly,pop,Over And Over,2004,63
Tim McGraw,Nelly,country,Over & Over,2006,37
Tim McGraw,Colt Ford,country,Twisted (feat. Tim McGraw),2011,26
Tim McGraw,Kenny Chesney,country,Feel Like a Rock Star (Duet with Tim McGraw),2012,44
Tim McGraw,Big & Rich,rock,Lovin' Lately,2014,51
Tim McGraw,Big & Rich,country,California,2015,37
Tim McGraw,Florida Georgia Line,pop,May We All,2016,70
Keith Urban,Brad Paisley,country,Start a Band (with Keith Urban),2008,42
Keith Urban,Miranda Lambert,pop,We Were Us,2013,56
Keith Urban,Colt Ford,country,She's Like (feat. Keith Urban),2014,35
Keith Urban,Carrie Underwood,pop,The Fighter,2016,65
The Del McCoury Band,Dierks Bentley,country,Good Man Like Me,2005,23
Lil Wayne,Nelly,pop,For My,2000,36
Lil Wayne,Chris Brown,pop,Gimme That Remix (feat. Lil' Wayne),2005,56
Lil Wayne,Birdman,pop,I'm A Dboy,2005,49
Lil Wayne,Birdman,hip-hop,Neck Of The Woods,2005,39
Lil Wayne,Birdman,hip-hop,Get Your Shine On,2005,39
Lil Wayne,Birdman,pop,Stuntin' Like My Daddy - Street,2006,61
Lil Wayne,Birdman,pop,Leather So Soft,2006,53
Lil Wayne,Birdman,pop,You Ain't Know,2006,44
Lil Wayne,Birdman,hip-hop,Like Father Like Son,2006,40
Lil Wayne,Birdman,hip-hop,Get That Money,2006,39
Lil Wayne,Birdman,hip-hop,Over Here Hustlin',2006,38
Lil Wayne,Birdman,hip-hop,Stuntin' Like My Daddy - Radio Edit,2006,37
Lil Wayne,Birdman,hip-hop,1st Key,2006,36
Lil Wayne,Birdman,hip-hop,Army Gunz,2006,35
Lil Wayne,Birdman,hip-hop,Out The Pound,2006,33
Lil Wayne,Birdman,hip-hop,Don't Die,2006,33
Lil Wayne,Birdman,hip-hop,Ain't Worried Bout Sh*t,2006,32
Lil Wayne,Birdman,hip-hop,High,2006,32
Lil Wayne,Birdman,hip-hop,I'm Ridin',2006,31
Lil Wayne,Birdman,hip-hop,Loyalty,2006,29
Lil Wayne,Birdman,hip-hop,Stuntin' Like My Daddy - Rock Remix,2006,28
Lil Wayne,Birdman,hip-hop,Family Rules,2006,28
Lil Wayne,Birdman,pop,Pop Bottles - Main,2007,56
Lil Wayne,Birdman,pop,I Run This,2007,46
Lil Wayne,Birdman,hip-hop,Pop Bottles,2007,30
Lil Wayne,Birdman,pop,Always Strapped,2009,46
Lil Wayne,Birdman,hip-hop,Fire Flame,2010,42
Lil Wayne,Robin Thicke,pop,Shooter,2005,47
Lil Wayne,Robin Thicke,soul,Shooter,2006,28
Lil Wayne,Robin Thicke,pop,Tie My Hands,2008,50
Lil Wayne,Robin Thicke,soul,Tie My Hands,2008,23
Lil Wayne,Robin Thicke,soul,Pretty Lil' Heart,2011,38
Lil Wayne,Trina,hip-hop,Don't Trip,2005,35
Lil Wayne,Trina,hip-hop,Wowzerz,2013,40
Lil Wayne,Cam’ron,pop,Touch It or Not,2006,40
Lil Wayne,Avant,soul,You Know What - Main,2006,40
Lil Wayne,Avant,soul,You Know What,2011,25
Lil Wayne,Lloyd,pop,You,2007,72
Lil Wayne,Lloyd,pop,Girl's Around The World - Radio Version,2008,46
Lil Wayne,Chamillionaire,pop,Rock Star,2007,50
Lil Wayne,Enrique Iglesias,pop,Push,2007,38
Lil Wayne,Mýa,soul,Lock U Down,2007,37
Lil Wayne,Twista,hip-hop,Whip Game Proper (feat. Lil' Wayne),2007,29
Lil Wayne,T-Pain,pop,Got Money,2008,61
Lil Wayne,T-Pain,pop,Can't Believe It (feat. Lil' Wayne),2008,54
Lil Wayne,T-Pain,hip-hop,Got Money - Album Version (Edited),2008,36
Lil Wayne,T-Pain,pop,How To Hate,2011,47
Lil Wayne,The Game,pop,My Life,2008,63
Lil Wayne,The Game,pop,Red Nation,2011,63
Lil Wayne,The Game,hip-hop,From Adam (feat. Lil Wayne),2015,42
Lil Wayne,Ludacris,pop,Last Of A Dying Breed,2008,45
Lil Wayne,Solange,soul,Champagnechroniknightcap,2008,33
Lil Wayne,Solange,pop,Mad (feat. Lil Wayne),2016,58
Lil Wayne,Gorilla Zoe,hip-hop,Lost,2008,28
Lil Wayne,Gorilla Zoe,pop,Losin It,2010,49
Lil Wayne,Keri Hilson,dance,Turnin Me On - Original Dirty,2008,44
Lil Wayne,Keri Hilson,pop,Turnin Me On - Original Clean,2009,48
Lil Wayne,Eminem,pop,Drop The World,2009,65
Lil Wayne,Eminem,hip-hop,Drop The World - Album Version (Edited),2009,33
Lil Wayne,Eminem,hip-hop,No Love,2010,71
Lil Wayne,Drake,pop,Ignant Shit (feat. Lil Wayne),2009,60
Lil Wayne,Drake,pop,Right Above It,2010,70
Lil Wayne,Drake,pop,Miss Me,2010,59
Lil Wayne,Drake,pop,I'm Single,2010,52
Lil Wayne,Drake,pop,Gonorrhea,2010,49
Lil Wayne,Drake,pop,Right Above It - Edited,2010,44
Lil Wayne,Drake,pop,The Motto,2011,75
Lil Wayne,Drake,pop,HYFR (Hell Ya Fucking Right),2011,70
Lil Wayne,Drake,hip-hop,HYFR (Hell Ya F***ing Right),2011,36
Lil Wayne,Drake,hip-hop,She Will,2011,35
Lil Wayne,Drake,pop,Believe Me,2014,63
Lil Wayne,Drake,hip-hop,Grindin',2014,45
Lil Wayne,Drake,pop,Used To,2015,61
Lil Wayne,Nicki Minaj,pop,Knockout,2009,49
Lil Wayne,Nicki Minaj,pop,Roman's Revenge,2010,47
Lil Wayne,Nicki Minaj,hip-hop,What's Wrong With Them,2010,40
Lil Wayne,Nicki Minaj,hip-hop,I Don't Like The Look Of It,2010,34
Lil Wayne,Nicki Minaj,hip-hop,Roman Reloaded,2011,34
Lil Wayne,Nicki Minaj,pop,High School,2012,59
Lil Wayne,Nicki Minaj,dance,Changed It,2017,51
Lil Wayne,Shakira,pop,Give It up to Me (feat. Lil Wayne),2009,48
Lil Wayne,Yo Gotti,pop,"Women Lie, Men Lie (feat. Lil' Wayne)",2009,44
Lil Wayne,Jadakiss,hip-hop,Death Wish - Bonus Track - Album Version (Explicit),2009,30
Lil Wayne,Fabolous,hip-hop,Salute,2009,32
Lil Wayne,Kelly Rowland,pop,Motivation,2011,65
Lil Wayne,Kelly Rowland,soul,Motivation - Diplo Remix,2011,28
Lil Wayne,Kelly Rowland,pop,ICE,2012,49
Lil Wayne,Rick Ross,pop,John,2011,59
Lil Wayne,Rick Ross,pop,9 Piece,2011,47
Lil Wayne,Rick Ross,hip-hop,Thug Cry,2014,49
Lil Wayne,Mike Posner,pop,Bow Chicka Wow Wow (feat. Lil' Wayne),2011,59
Lil Wayne,Jennifer Lopez,pop,I'm Into You,2011,50
Lil Wayne,John Legend,pop,So Special,2011,45
Lil Wayne,Jeezy,hip-hop,Ballin',2011,45
Lil Wayne,Tech N9ne,hip-hop,Interlude,2011,43
Lil Wayne,Bow Wow,hip-hop,Sweat,2011,38
Lil Wayne,B.o.B,pop,Strange Clouds (feat. Lil Wayne),2012,63
Lil Wayne,Tyga,pop,Faded,2012,61
Lil Wayne,Tyga,hip-hop,Faded - Album Version (Edited),2012,33
Lil Wayne,Tyga,hip-hop,500 Degrees,2013,34
Lil Wayne,Tyga,dance,Act Ghetto,2017,48
Lil Wayne,T.I.,pop,Ball (feat. Lil Wayne),2012,52
Lil Wayne,Keyshia Cole,pop,Enough Of No Love,2012,45
Lil Wayne,Mac Miller,hip-hop,The Question,2012,63
Lil Wayne,2 Chainz,hip-hop,Yuck!,2012,41
Lil Wayne,2 Chainz,pop,Rich As Fuck,2013,64
Lil Wayne,2 Chainz,hip-hop,Days And Days,2013,38
Lil Wayne,2 Chainz,hip-hop,Gotta Lotta,2016,55
Lil Wayne,2 Chainz,hip-hop,Bounce,2016,44
Lil Wayne,2 Chainz,hip-hop,MFN Right - Remix,2016,44
Lil Wayne,Big Sean,hip-hop,My Homies Still,2013,48
Lil Wayne,Big Sean,hip-hop,Deep,2015,47
Lil Wayne,Juicy J,hip-hop,Trippy,2013,43
Lil Wayne,Future,hip-hop,Karate Chop (Remix) (feat. Lil Wayne),2014,48
Lil Wayne,Future,hip-hop,After That (feat. Lil Wayne),2014,45
Lil Wayne,DeJ Loaf,pop,Me U & Hennessy (feat. Lil Wayne),2015,61
Lil Wayne,A$AP Rocky,hip-hop,M'$ (feat. Lil Wayne),2015,56
Lil Wayne,Wiz Khalifa,hip-hop,Living Right (feat. Wiz Khalifa),2015,42
Lil Wayne,Ariana Grande,pop,Let Me Love You,2016,70
Lil Wayne,Kodak Black,hip-hop,Codeine Dreaming (feat. Lil Wayne),2017,69
Lil Wayne,"Tyler, The Creator",hip-hop,Droppin' Seeds (feat. Lil' Wayne),2017,59
Lil Wayne,Bebe Rexha,rap,The Way I Are (Dance with Somebody) [feat. Lil Wayne],2017,61
Lil Wayne,Demi Lovato,dance,Lonely,2017,60
Marc Anthony,Jennifer Lopez,pop,No Me Ames (with Marc Anthony) - Tropical Remix,1999,52
Marc Anthony,Jennifer Lopez,pop,No Me Ames (with Marc Anthony) - Ballad Version,1999,49
Marc Anthony,Jennifer Lopez,dance,Olvídame y Pega la Vuelta,2016,53
Marc Anthony,Pitbull,pop,Rain Over Me (feat. Marc Anthony),2011,69
Marc Anthony,Gente De Zona,pop,La Gozadera (feat. Marc Anthony),2016,75
Marc Anthony,Gente De Zona,hip-hop,Traidora (feat. Marc Anthony),2016,63
Marc Anthony,"Tito ""El Bambino""",reggae,¿Por Qué Les Mientes? (feat. Marc Anthony),2017,50
Carl Thomas,Amerie,soul,Can We Go (feat. Carl Thomas),2005,25
Shakira,Beyoncé,pop,Beautiful Liar,2007,65
Shakira,Kid Cudi,dance,Did It Again (feat. Kid Cudi),2009,38
Shakira,Pitbull,pop,Rabiosa (feat. Pitbull),2010,65
Shakira,Pitbull,hip-hop,Get It Started (feat. Shakira),2012,39
Shakira,Calle 13,pop,Gordita (feat. Residente Calle 13),2010,59
Shakira,Rihanna,pop,Can't Remember to Forget You (feat. Rihanna),2014,67
Shakira,Blake Shelton,dance,Medicine (feat. Blake Shelton),2014,39
Shakira,Maluma,pop,Chantaje (feat. Maluma),2017,77
Shakira,Maluma,dance,Trap (feat. Maluma),2017,59
Shakira,Nicky Jam,pop,Perro Fiel (feat. Nicky Jam),2017,70
