source,target,Genre,Track,Year,Popularity
Kanye West,JAY-Z,pop,New Day,2011,56
Kanye West,JAY-Z,pop,That's My Bitch,2011,53
Kanye West,JAY-Z,pop,Welcome To The Jungle,2011,53
Kanye West,JAY-Z,pop,Primetime,2011,52
Kanye West,JAY-Z,pop,Illest Motherf**ker Alive,2011,51
Kanye West,JAY-Z,hip-hop,Ni**as In Paris - Album Version (Edited),2011,42
Kanye West,JAY-Z,hip-hop,Who Gon Stop Me - Album Version (Edited),2011,33
Kanye West,JAY-Z,hip-hop,Gotta Have It - Album Version (Edited),2011,31
Kanye West,JAY-Z,rap,H•A•M,2011,57
Kanye West,JAY-Z,rap,H•A•M - Album Version (Edited),2011,32
Kanye West,Brandy,pop,Talk About Our Love (feat. Kanye West),2004,44
Kanye West,Brandy,rap,Bring Me Down,2005,52
Kanye West,Janet Jackson,soul,My Baby,2004,34
Kanye West,Alicia Keys,soul,If I Ain't Got You - Kanye West Radio Mix #1,2004,35
Kanye West,Jadakiss,hip-hop,Gettin' It In,2004,31
Kanye West,Ludacris,rap,Breathe In Breathe Out,2004,55
Kanye West,John Legend,pop,Number One (feat. Kanye West),2005,45
Kanye West,John Legend,rap,Blame Game,2010,63
Kanye West,Jamie Foxx,soul,Extravaganza (feat. Kanye West),2005,35
Kanye West,Jamie Foxx,rap,Gold Digger,2005,80
Kanye West,Lupe Fiasco,rap,Touch The Sky,2005,71
Kanye West,Adam Levine,rap,Heard 'Em Say,2005,65
Kanye West,The Game,rap,Crack Music,2005,53
Kanye West,Common,rap,My Way Home,2005,53
Kanye West,Common,soul,Southside,2007,31
Kanye West,Common,soul,Start The Show,2007,26
Kanye West,Common,soul,Punch Drunk Love,2008,36
Kanye West,Pharrell Williams,pop,Number One,2006,52
Kanye West,Pharrell Williams,rap,Number One - Album Version (Edited),2006,30
Kanye West,Ne-Yo,pop,Because Of You - Remix,2007,41
Kanye West,T-Pain,hip-hop,Buy U A Drank (Shawty Snappin') (feat. Kanye West) - Remix,2007,29
Kanye West,T-Pain,rap,Good Life,2007,75
Kanye West,Dwele,rap,Flashing Lights,2007,79
Kanye West,Lil Wayne,rap,Barry Bonds,2007,59
Kanye West,Lil Wayne,rap,See You In My Nightmares,2008,57
Kanye West,Mos Def,rap,Drunk and Hot Girls,2007,58
Kanye West,Chris Brown,rap,Down (feat. Kanye West),2007,43
Kanye West,Jeezy,pop,Put On,2008,72
Kanye West,Jeezy,hip-hop,Put On - Album Version (Edited),2008,40
Kanye West,Jeezy,rap,Amazing,2008,67
Kanye West,Estelle,soul,American Boy,2008,81
Kanye West,Kid Cudi,rap,Welcome To Heartbreak,2008,62
Kanye West,Kid Cudi,hip-hop,Erase Me - Main,2010,71
Kanye West,Kid Cudi,hip-hop,Erase Me - Album Version (Edited),2010,38
Kanye West,Madonna,dance,Beat Goes On (feat. Kanye West),2008,33
Kanye West,Beyoncé,pop,Ego (feat. Kanye West) - Remix,2009,43
Kanye West,Beyoncé,dance,Ego (feat. Kanye West),2010,41
Kanye West,The-Dream,hip-hop,Walkin' On The Moon,2009,41
Kanye West,Clipse,hip-hop,Kinda Like a Big Deal (feat. Kanye West),2009,34
Kanye West,Nicki Minaj,pop,Blazin,2010,45
Kanye West,Rick Ross,hip-hop,"Live Fast, Die Young",2010,42
Kanye West,Rick Ross,rap,Devil In A New Dress,2010,77
Kanye West,Pusha T,rap,Runaway,2010,77
Kanye West,Pusha T,rap,Runaway - Album Version (Edited),2010,37
Kanye West,Pusha T,pop,New God Flow,2012,53
Kanye West,Keri Hilson,dance,Pretty Girl Rock,2010,38
Kanye West,Katy Perry,pop,E.T.,2012,67
Kanye West,2 Chainz,pop,Birthday Song,2012,58
Kanye West,DJ Khaled,rap,Cold,2012,48
Kanye West,DJ Khaled,rap,Cold.1,2012,40
Kanye West,DJ Khaled,rap,Cold.1 - Album Version (Edited),2012,35
Kanye West,Rihanna,rap,Diamonds - Remix,2012,50
Kanye West,Future,pop,I Won (feat. Kanye West),2014,61
Kanye West,Big Sean,hip-hop,All Your Fault,2015,52
Kanye West,Chief Keef,hip-hop,Nobody (feat. Kanye West),2015,49
Kanye West,Travis Scott,rap,Piss On Your Grave (feat. Kanye West),2015,56
Kanye West,ScHoolboy Q,pop,THat Part,2016,66
Kanye West,Gucci Mane,hip-hop,Pussy Print (feat. Kanye West),2016,51
Kanye West,Mary J. Blige,soul,Love Yourself,2017,40
Kanye West,Drake,hip-hop,Glow,2017,58
will.i.am,Santana,blues,I Am Somebody (feat. will.i.am),2005,25
will.i.am,Fergie,pop,Fergalicious,2006,73
will.i.am,Fergie,pop,Fergalicious - Album Version (Edited),2006,44
will.i.am,Fergie,dance,All That I Got (The Make Up Song),2006,34
will.i.am,Fergie,dance,True,2007,39
will.i.am,Nas,hip-hop,Hip Hop Is Dead,2006,47
will.i.am,Justin Timberlake,dance,Damn Girl (feat. will.i.am),2006,44
will.i.am,Common,soul,I Want You,2007,41
will.i.am,Talib Kweli,hip-hop,Hot Thing (feat. will.i.am),2007,38
will.i.am,Daddy Yankee,reggae,Plane To P.R.,2007,29
will.i.am,Chris Brown,rap,Picture Perfect (feat. will.i.am),2007,40
will.i.am,Flo Rida,pop,In the Ayer (feat. will.I.am),2008,57
will.i.am,Usher,hip-hop,What's Your Name (feat. will.i.am),2008,39
will.i.am,Usher,pop,OMG (feat. will.i.am),2010,74
will.i.am,Rihanna,rap,Photographs,2009,47
will.i.am,Nicki Minaj,pop,"Check It Out - Main, Explicit Version",2010,47
will.i.am,Nicki Minaj,pop,Check It Out,2010,52
will.i.am,Britney Spears,rap,Big Fat Bass (feat. will.i.am),2011,44
will.i.am,Britney Spears,pop,Scream & Shout,2013,80
will.i.am,Becky G,reggae,Problem (The Monster Remix) (feat. will.i.am),2012,51
will.i.am,Justin Bieber,pop,#thatPOWER,2013,71
will.i.am,Miley Cyrus,rap,Fall Down,2013,51
will.i.am,Kesha,dance,Crazy Kids (feat. will.i.am),2013,44
David Bowie,Giorgio Moroder,disco,Cat People (Putting Out Fire),1982,45
David Bowie,Tina Turner,pop,"Tonight (with David Bowie) - Live AT NEC, Birmingham; 2015 Remaster",1984,37
David Bowie,Tina Turner,pop,Tonight (With David Bowie) - Live,1988,48
David Bowie,Tina Turner,pop,Let's Dance (With David Bowie) - Live,1988,30
David Bowie,David Guetta,dance,Just for One Day (Heroes) - Radio Edit,2002,28
Jimmy Buffett,Alan Jackson,rock,It's Five O'Clock Somewhere,1991,66
Jimmy Buffett,Alan Jackson,rock,Margaritaville (with Jimmy Buffett),1999,55
Jimmy Buffett,Alan Jackson,rock,It's 5 O'Clock Somewhere - Live,2007,40
Jimmy Buffett,Martina McBride,rock,Trip Around the Sun,2004,34
Jimmy Buffett,George Strait,country,All My Ex's Live In Texas - Live,2007,25
Jimmy Buffett,George Strait,country,Hey Good Lookin' - Live,2007,20
Jimmy Buffett,Zac Brown Band,rock,Knee Deep (feat. Jimmy Buffett),2010,75
Jimmy Buffett,Zac Brown Band,country,Knee Deep (feat. Jimmy Buffett) [Greatest Hits Version],2014,36
Jimmy Buffett,Lionel Richie,rock,All Night Long,2012,40
Giorgio Moroder,Sia,disco,Déjà vu (feat. Sia),2015,46
Giorgio Moroder,Britney Spears,disco,Tom's Diner (feat. Britney Spears),2015,43
Giorgio Moroder,Britney Spears,disco,Tom's Diner (feat. Britney Spears) - Leu Leu Land Remix,2015,33
Giorgio Moroder,Britney Spears,disco,Tom's Diner (feat. Britney Spears) - Hibell Remix,2015,35
Giorgio Moroder,Kylie Minogue,disco,"Right Here, Right Now (feat. Kylie Minogue)",2015,36
Giorgio Moroder,Kylie Minogue,disco,"Right Here, Right Now (feat. Kylie Minogue) - 7th Heaven Radio Edit",2015,21
Giorgio Moroder,Charli XCX,disco,Diamonds (feat. Charli XCX),2015,29
Giorgio Moroder,Kelis,disco,Back and Forth (feat. Kelis),2015,26
Giorgio Moroder,Matthew Koma,disco,Tempted (feat. Matthew Koma),2015,23
Madonna,Shep Pettibone,pop,Into the Groove,1987,40
Madonna,Shep Pettibone,pop,Into the Groove - Dub Version,1987,26
Madonna,Shep Pettibone,dance,Where's the Party - Dub Version,1987,21
Madonna,Shep Pettibone,dance,Express Yourself - Shep's 'Spressin Himself Re-Remix,1990,20
Madonna,Britney Spears,pop,Me Against the Music (feat. Madonna) - LP Version / Video Mix,2003,63
Madonna,Missy Elliott,dance,Into the Hollywood Groove (feat. Missy Elliott) - The Passengerz Mix,2003,30
Madonna,Lil Wayne,dance,Revolver (feat. Lil Wayne),2009,42
Madonna,Benny Benassi,dance,Celebration - Benny Benassi Remix Edit,2009,41
Madonna,Nicki Minaj,dance,Bitch I'm Madonna,2015,63
Smokey Robinson,India.Arie,soul,You're Just My Life (feat. India.Arie),2009,20
Smokey Robinson,Joss Stone,disco,You're The One For Me (feat. Joss Stone),2009,21
Smokey Robinson,CeeLo Green,soul,The Way You Do (The Things You Do),2014,25
Smokey Robinson,Mary J. Blige,disco,Being With You,2014,20
Tina Turner,Santana,blues,The Game of Love (feat. Tina Turner),2007,39
Gloria Estefan,Santana,blues,Besos de Lejos (feat. Gloria Estefan),2014,25
Gloria Estefan,Santana,blues,Besos de Lejos (feat. Gloria Estefan) - Live,2014,24
Shep Pettibone,Mariah Carey,pop,"Someday - New 12"" House",1990,31
Shep Pettibone,Mariah Carey,dance,"Someday - New 7"" Straight",1990,20
Shep Pettibone,Janet Jackson,soul,Alright - Shep Pettibone Remix,1995,27
Shep Pettibone,Depeche Mode,dance,Behind the Wheel - Single Mix,1998,26
Patti LaBelle,Louil Silas Jr.,soul,Something Special (Is Gonna Happen Tonight),1986,21
Patti LaBelle,Louil Silas Jr.,disco,New Attitude - Remix,1997,20
Patti LaBelle,Mariah Carey,soul,Got To Be Real - Live (1998 Hammerstein Ballroom),1998,32
Patti LaBelle,DMX,hip-hop,Thank You,2003,25
Patti LaBelle,Mary J. Blige,soul,Ain't No Way,2005,25
Patti LaBelle,Kem,disco,Moody's Mood,2017,29
Louil Silas Jr.,Bobby Brown,hip-hop,All Day All Night,1988,27
Louil Silas Jr.,Bobby Brown,hip-hop,Don't Be Cruel - Remix,1988,25
Whitney Houston,Bobby Brown,pop,Something In Common,1992,41
Whitney Houston,Bobby Brown,dance,My Love (feat. Bobby Brown),2002,29
Whitney Houston,Mariah Carey,pop,When You Believe (with Mariah Carey) - from The Prince of Egypt,1998,68
Whitney Houston,Mariah Carey,pop,The Prince Of Egypt (When You Believe) - The Prince Of Egypt/Soundtrack Version,1998,47
Whitney Houston,Mariah Carey,dance,"When You Believe (from ""The Prince of Egypt"")",2001,39
Whitney Houston,Missy Elliott,dance,"In My Business (feat. Missy ""Misdemeanor"" Elliott)",1998,34
Whitney Houston,Enrique Iglesias,pop,Could I Have This Kiss Forever,1999,49
Whitney Houston,Enrique Iglesias,dance,Could I Have This Kiss Forever (with Enrique Iglesias) - Metro Mix,2000,33
Whitney Houston,Deborah Cox,pop,"Same Script, Different Cast",2000,40
Whitney Houston,Akon,dance,Like I Never Left (feat. Akon),2009,39
Whitney Houston,Barry Manilow,disco,I Believe In You And Me,2014,39
Vince Gill,Reba McEntire,country,Oklahoma Swing,1989,27
Vince Gill,Reba McEntire,rock,The Heart Won't Lie,1992,47
Vince Gill,Reba McEntire,country,It Just Has To Be This Way,2003,20
Vince Gill,Reba McEntire,country,These Broken Hearts,2007,21
Vince Gill,Joe Bonamassa,blues,Sweet Rowena,2011,22
Vince Gill,Carrie Underwood,country,How Great Thou Art (with Vince Gill) - Live from ACM Presents: Girls' Night Out,2014,55
Vince Gill,George Strait,country,The Love Bug - Live,2014,34
Bonnie Raitt,John Prine,blues,Angel from Montgomery - Live,1985,53
Bonnie Raitt,John Prine,rock,Angel from Montgomery (feat. Bonnie Raitt) - Live,1990,47
Bonnie Raitt,Bruce Hornsby,country,I Can't Make You Love Me - Live,1995,27
Bonnie Raitt,India.Arie,soul,I Choose,2006,31
Bonnie Raitt,Alison Krauss,rock,You,2006,41
Bonnie Raitt,Norah Jones,country,I Don't Want Anything To Change,2006,33
John Prine,Alison Krauss,country,Falling in Love Again (feat. Alison Krauss),2016,36
Bruce Hornsby,The Range,pop,The Way It Is,1986,71
Bruce Hornsby,The Range,pop,Mandolin Rain,1986,56
Bruce Hornsby,The Range,pop,Every Little Kiss,1986,49
Bruce Hornsby,The Range,pop,On the Western Skyline,1986,34
Bruce Hornsby,The Range,pop,Down the Road Tonight,1986,32
Bruce Hornsby,The Range,pop,The River Runs Low,1986,31
Bruce Hornsby,The Range,pop,The Long Race,1986,30
Bruce Hornsby,The Range,pop,The Wild Frontier,1986,29
Bruce Hornsby,The Range,pop,The Red Plains,1986,29
Bruce Hornsby,The Range,pop,The Valley Road,1988,49
Bruce Hornsby,The Range,pop,Look Out Any Window,1988,40
Bruce Hornsby,The Range,pop,The Show Goes On,1988,40
Bruce Hornsby,The Range,pop,I Will Walk With You,1988,31
Bruce Hornsby,The Range,pop,The Road Not Taken,1988,30
Bruce Hornsby,The Range,pop,Till The Dreaming's Done,1988,24
Bruce Hornsby,The Range,pop,Jacob's Ladder,1988,24
Bruce Hornsby,The Range,pop,The Old Playground,1988,24
Bruce Hornsby,The Range,pop,Defenders Of The Flag,1988,22
Bruce Hornsby,The Range,pop,Across the River,1990,34
Bruce Hornsby,Ricky Skaggs,country,Mandolin Rain,2007,38
Bruce Hornsby,Ricky Skaggs,country,Super Freak,2007,34
Keith Sweat,Gerald Levert,pop,Just One of Them Thangs (Duet with Gerald Levert),1990,41
Keith Sweat,Ronald Isley,pop,Come with Me (feat. Ronald Isley),1996,38
Keith Sweat,Baby Bash,pop,Don't Stop (feat. Keith Sweat),2007,44
Keith Sweat,Charlie Wilson,soul,Whisper (feat. Keith Sweat),2013,33
Steve Winwood,Christina Aguilera,rap,Makes Me Wanna Pray (feat. Steve Winwood),2006,40
Steve Earle,The Del McCoury Band,country,I Still Carry You Around (with the Del McCoury Band),1997,22
Steve Earle,The Del McCoury Band,rock,The Mountain,1999,40
Steve Earle,The Del McCoury Band,rock,Pilgrim,1999,41
Steve Earle,The Del McCoury Band,country,Dixieland,1999,32
Steve Earle,The Del McCoury Band,country,Texas Eagle,1999,27
Steve Earle,The Del McCoury Band,country,Harlan Man,1999,25
Steve Earle,The Del McCoury Band,country,I'm Still In Love With You,1999,25
Steve Earle,The Del McCoury Band,country,Carrie Brown,1999,23
Steve Earle,The Del McCoury Band,country,Yours Forever Blue,1999,23
Steve Earle,The Del McCoury Band,country,The Graveyard Shift,1999,22
Steve Earle,The Del McCoury Band,country,"Long, Lonesome Highway Blues",1999,21
Steve Earle,The Del McCoury Band,country,Outlaw's Honeymoon,1999,22
Steve Earle,The Del McCoury Band,country,Leroy's Dustbowl Blues,1999,21
Steve Earle,The Del McCoury Band,country,Paddy On The Beat,1999,20
Steve Earle,The Del McCoury Band,country,Connemara Breakdown,1999,20
KRS-One,Shabba Ranks,reggae,The Jam (feat. KRS-One),1991,28
KRS-One,Busta Rhymes,hip-hop,Build Ya Skillz (feat. Busta Rhymes),1995,30
KRS-One,Fat Joe,hip-hop,De Automatic (feat. Fat Joe),1995,24
KRS-One,Redman,hip-hop,Blowe (feat. Redman),1997,36
KRS-One,Xzibit,hip-hop,Kenny Parker Show 2001 (feat. KRS-One),2000,34
KRS-One,Talib Kweli,hip-hop,The Perfect Beat (feat. KRS-ONE),2007,29
Eazy-E,Ice Cube,hip-hop,No More ?'s,1988,67
Eazy-E,Dr. Dre,hip-hop,Eazy-er Said Than Dunn,1988,52
Eazy-E,Bone Thugs-N-Harmony,pop,Foe Tha Love of $,1994,62
Eazy-E,Bone Thugs-N-Harmony,hip-hop,Sleepwalkers (feat. Eazy-E),2000,32
Kylie Minogue,Robbie Williams,pop,Kids,2000,50
Gerry Mulligan,Chet Baker,soul,Stardust,1988,51
Gerry Mulligan,Chet Baker,soul,Jersey Bounce,1988,43
Gerry Mulligan,Chet Baker,soul,When Your Lover Has Gone,1988,23
Gerry Mulligan,Chet Baker,soul,Reunion,1988,23
Gerry Mulligan,Chet Baker,soul,Trav'lin Light,1988,22
Gerry Mulligan,Chet Baker,soul,My Heart Belongs To Daddy,1988,23
Gerry Mulligan,Chet Baker,soul,Ornithology,1988,22
Gerry Mulligan,Chet Baker,soul,The Surrey With The Fringe On Top,1988,20
Gerry Mulligan,Chet Baker,soul,"Gee Baby, Ain't I Good To You",1988,20
Gerry Mulligan,Chet Baker,soul,All The Things You Are,1988,21
Gerry Mulligan,Chet Baker,soul,Makin' Whoopee,1991,44
Gerry Mulligan,Chet Baker,soul,Walkin' Shoes - With Chet Baker,1991,38
Ice Cube,Mack 10,hip-hop,Foe Life,1995,55
Ice Cube,Mack 10,hip-hop,W/S Foe Life,1997,33
Ice Cube,Mack 10,hip-hop,The Guppies,1997,21
Ice Cube,Mack 10,hip-hop,The Curse Of Money,1998,27
Ice Cube,Mack 10,hip-hop,Hoo-Bangin',2007,43
Ice Cube,Dr. Dre,hip-hop,Natural Born Killaz,1997,56
Ice Cube,Krayzie Bone,hip-hop,Until We Rich,2000,55
Ice Cube,E-40,hip-hop,Behind Gates (feat. Ice Cube),2000,22
Ice Cube,Lil Jon & The East Side Boyz,pop,Real N***A Roll Call,2004,51
Ice Cube,Snoop Dogg,hip-hop,Go To Church,2006,34
Ice Cube,Snoop Dogg,rap,LAX,2006,35
Ice Cube,The Game,hip-hop,State Of Emergency,2008,42
Dr. Dre,Snoop Dogg,hip-hop,"Nuthin' But A ""G"" Thang",1992,77
Dr. Dre,Snoop Dogg,hip-hop,Still D.R.E.,1999,82
Dr. Dre,Snoop Dogg,hip-hop,The Next Episode,1999,78
Dr. Dre,Snoop Dogg,hip-hop,Still D.R.E. - Album Version (Edited),1999,47
Dr. Dre,Snoop Dogg,hip-hop,The Next Episode - Album Version (Edited),1999,43
Dr. Dre,Snoop Dogg,hip-hop,The Wash,2001,43
Dr. Dre,Snoop Dogg,hip-hop,On The Boulevard,2001,39
Dr. Dre,Eminem,hip-hop,Forgot About Dre,1999,78
Dr. Dre,Eminem,hip-hop,Guilty Conscience,1999,66
Dr. Dre,Eminem,hip-hop,"Bad Guys Always Die - From ""Wild Wild West"" Soundtrack",1999,51
Dr. Dre,Eminem,hip-hop,Forgot About Dre - Album Version (Edited),1999,43
Dr. Dre,Eminem,hip-hop,Guilty Conscience - Radio Version,1999,43
Dr. Dre,Eminem,hip-hop,Guilty Conscience - A Cappella,1999,40
Dr. Dre,Eminem,hip-hop,Say What You Say,2002,59
Dr. Dre,Eminem,hip-hop,Old Time's Sake,2009,54
Dr. Dre,Eminem,hip-hop,Hell Breaks Loose,2009,49
Dr. Dre,Xzibit,pop,U Know (feat. Dr. Dre),2000,47
Dr. Dre,Xzibit,hip-hop,Symphony In X Major (feat. Dr. Dre),2002,29
Dr. Dre,Kendrick Lamar,hip-hop,The Recipe - Bonus Track,2012,63
Dr. Dre,Kendrick Lamar,hip-hop,Compton,2012,55
Dr. Dre,Kendrick Lamar,hip-hop,The Recipe (Black Hippy Remix) - Bonus Track,2012,54
Bobby Brown,Ja Rule,pop,Thug Lovin',2002,43
Bobby Brown,Ja Rule,hip-hop,Thug Lovin' - Album Version (Clean),2002,23
Bobby Brown,Damian Marley,reggae,Beautiful,2005,51
De La Soul,MF DOOM,hip-hop,Rock Co.Kane Flow (feat. MF Doom),2004,59
De La Soul,Common,hip-hop,Days of Our Lives (feat. Common),2004,34
De La Soul,Carl Thomas,hip-hop,It's Like That (feat. Carl Thomas),2004,33
De La Soul,Snoop Dogg,hip-hop,Pain,2016,57
De La Soul,Little Dragon,hip-hop,Drawn,2016,50
De La Soul,Gorillaz,hip-hop,Momentz (feat. De La Soul),2017,57
De La Soul,Oliver,disco,Heart Attack (feat. De La Soul),2017,39
Depeche Mode,Steve Fitzmaurice,rock,Precious,2005,59
Depeche Mode,Steve Fitzmaurice,rock,Suffer Well,2005,42
Depeche Mode,Steve Fitzmaurice,dance,John the Revelator,2005,36
Depeche Mode,Steve Fitzmaurice,dance,A Pain That I'm Used To,2005,38
Depeche Mode,Steve Fitzmaurice,dance,The Sinner in Me,2005,31
Depeche Mode,Steve Fitzmaurice,dance,Nothing's Impossible,2005,30
Depeche Mode,Steve Fitzmaurice,dance,Lilian,2005,30
Depeche Mode,Steve Fitzmaurice,dance,I Want It All,2005,29
Depeche Mode,Steve Fitzmaurice,dance,The Darkest Star,2005,27
Depeche Mode,Steve Fitzmaurice,dance,Macro,2005,27
Depeche Mode,Steve Fitzmaurice,dance,Precious - 2006 Remaster,2006,29
Kool G Rap,Mobb Deep,hip-hop,The Realest (feat. Kool G Rap),1999,42
Kool G Rap,Jedi Mind Tricks,hip-hop,Animal Rap,2003,35
Vico C,Ivy Queen,reggae,Echale,2005,33
Vico C,Arcangel,hip-hop,Sentimiento,2009,54
Vico C,Funky,reggae,Oye,2011,36
Reba McEntire,Kenny Chesney,country,Every Other Weekend,2007,39
Reba McEntire,Faith Hill,country,Sleeping With The Telephone,2007,24
Reba McEntire,Justin Timberlake,country,The Only Promise That Remains,2007,24
Reba McEntire,Barry Manilow,disco,Islands in the Stream,2008,23
Ronald Isley,The Isley Brothers,soul,Tears - Ron Cryin Alone Version,1996,42
Ronald Isley,The Isley Brothers,soul,Let's Lay Together,1996,39
Ronald Isley,The Isley Brothers,soul,Mission To Please You,1996,37
Ronald Isley,The Isley Brothers,soul,Can I Have A Kiss (For Old Times' Sake) ?,1996,31
Ronald Isley,The Isley Brothers,soul,Make Your Body Sing,1996,31
Ronald Isley,The Isley Brothers,soul,Floatin' On Your Love,1996,30
Ronald Isley,The Isley Brothers,soul,Let's Get Intimate,1996,27
Ronald Isley,The Isley Brothers,soul,Holding Back The Years,1996,27
Ronald Isley,The Isley Brothers,soul,Slow Is The Way,1996,26
Ronald Isley,The Isley Brothers,soul,Whenever You're Ready,1996,26
Ronald Isley,The Isley Brothers,soul,What Would You Do?,2003,37
Ronald Isley,The Isley Brothers,soul,Just Came Here To Chill,2006,34
Ronald Isley,The Isley Brothers,soul,You're My Star,2006,24
Ronald Isley,The Isley Brothers,soul,Forever Mackin',2006,23
Ronald Isley,The Isley Brothers,soul,Gotta Be With You,2006,23
Ronald Isley,The Isley Brothers,soul,Pretty Woman,2006,24
Ronald Isley,The Isley Brothers,soul,Heaven Hooked Us Up,2006,21
Ronald Isley,The Isley Brothers,soul,Show Me,2006,20
Ronald Isley,The Isley Brothers,soul,You Help Me Write This Song,2006,20
Ronald Isley,The Isley Brothers,disco,Beautiful,2006,20
Ronald Isley,Warren G,pop,Smokin' Me Out,1997,37
Ronald Isley,Ja Rule,hip-hop,Daddy's Little Baby,1999,25
Ronald Isley,Wu-Tang Clan,hip-hop,Back In the Game (feat. Ronald Isley),2001,41
Ronald Isley,Mobb Deep,hip-hop,There I Go Again (feat. Ronald Isley),2001,33
Ronald Isley,Jadakiss,hip-hop,Big Business,2002,28
Ronald Isley,2Pac,hip-hop,Po Nigga Blues - Scott Storch Remix (Explicit),2004,42
Ronald Isley,UGK,hip-hop,The Pimp & The Bun (Here We Go Again) (feat. Ronald Isley),2009,30
Ronald Isley,Kem,soul,My Favorite Thing,2014,44
Gerald Levert,Kelly Price,soul,It Hurts Too Much to Stay (feat. Kelly Price),2000,28
Gerald Levert,Jaheim,soul,DJ Don't Remix (feat. Jaheim),2007,33
Gerald Levert,Mack 10,hip-hop,Money's Just A Touch Away,2007,28
Janet Jackson,Busta Rhymes,pop,What's It Gonna Be?! (feat. Janet Jackson),1998,53
Janet Jackson,Busta Rhymes,hip-hop,What's It Gonna Be (feat. Janet Jackson),2001,36
Janet Jackson,Shaggy,pop,"Luv Me, Luv Me",2002,50
Janet Jackson,Beenie Man,reggae,Feel It Boy,2002,54
Janet Jackson,Nelly,pop,Call On Me,2006,57
Janet Jackson,Nelly,soul,Call On Me - Extended Album Mix,2006,36
Janet Jackson,Missy Elliott,soul,BURNITUP! (feat. Missy Elliott),2015,51
Janet Jackson,J. Cole,soul,No Sleeep (feat. J. Cole),2015,48
LL Cool J,Kelly Price,hip-hop,You And Me,2000,35
LL Cool J,Jennifer Lopez,pop,All I Have (feat. LL Cool J),2002,59
LL Cool J,Jennifer Lopez,pop,All I Have,2002,50
LL Cool J,Jennifer Lopez,pop,All I Have (feat. LL Cool J) - Radio Edit,2002,42
LL Cool J,Jennifer Lopez,hip-hop,Control Myself,2006,45
LL Cool J,Jennifer Lopez,rap,All I Have,2012,47
LL Cool J,Amerie,pop,Paradise,2002,54
LL Cool J,Dru Hill,hip-hop,Big Mama (Unconditional Love),2002,28
LL Cool J,Carl Thomas,soul,She Is (feat. LL Cool J),2004,39
LL Cool J,Carl Thomas,soul,But Me (feat. LL Cool J),2004,20
LL Cool J,The-Dream,hip-hop,Baby,2008,38
LL Cool J,Brad Paisley,country,Accidental Racist (feat. LL Cool J),2013,30
Mariah Carey,ODB,pop,Fantasy (feat. O.D.B.) - Bad Boy Fantasy,1995,55
Mariah Carey,ODB,dance,Fantasy (feat. O.D.B.),1995,27
Mariah Carey,Dru Hill,pop,The Beautiful Ones (Featuring Dru Hill) (feat. Dru Hill),1997,41
Mariah Carey,Bone Thugs-N-Harmony,pop,Breakdown (feat. Bone Thugs-n-Harmony) - The Mo' Thugs Remix,1998,46
Mariah Carey,Bone Thugs-N-Harmony,hip-hop,Breakdown (Remix) [feat. Mariah Carey],2009,43
Mariah Carey,Jermaine Dupri,pop,Sweetheart (feat. Mariah Carey),1998,42
Mariah Carey,Jermaine Dupri,pop,Get Your Number,2005,39
Mariah Carey,Jermaine Dupri,dance,Makin' It Last All Night (What It Do) - Ultra Album Version,2005,31
Mariah Carey,JAY-Z,pop,Heartbreaker (feat. Jay-Z),1999,66
Mariah Carey,JAY-Z,pop,Things That U Do,1999,39
Mariah Carey,Snoop Dogg,pop,Crybaby (feat. Snoop Dogg),1999,43
Mariah Carey,Snoop Dogg,pop,Say Somethin',2005,44
Mariah Carey,Usher,pop,How Much (feat. Usher),1999,37
Mariah Carey,Mystikal,dance,Don't Stop (Funkin' 4 Jamaica),2001,34
Mariah Carey,Eric Benét,dance,Want You,2001,33
Mariah Carey,Cam’ron,pop,Boy (I Need You),2002,40
Mariah Carey,Jadakiss,dance,Miss You (feat. Jadakiss),2003,29
Mariah Carey,Jadakiss,pop,U Make Me Wanna,2004,55
Mariah Carey,Twista,pop,One And Only,2005,41
Mariah Carey,Twista,hip-hop,So Lonely (feat. Mariah Carey),2005,35
Mariah Carey,Twista,dance,So Lonely (One & Only Pt. II) - Ultra Album Version,2005,31
Mariah Carey,Nelly,dance,To The Floor,2005,35
Mariah Carey,Damian Marley,dance,Cruise Control,2008,42
Mariah Carey,T-Pain,dance,Migrate,2008,41
Mariah Carey,Jeezy,dance,Side Effects,2008,41
Mariah Carey,T.I.,dance,I'll Be Lovin' U Long Time - Remix,2008,37
Mariah Carey,The-Dream,pop,My Love,2009,48
Mariah Carey,Gucci Mane,hip-hop,Obsessed (Feat. Mariah Carey),2015,46
Angie Stone,Musiq Soulchild,soul,The Ingredients Of Love (feat. Musiq Soulchild) - Duet w/ Musiq Soulchild,2001,41
Angie Stone,Styles P,hip-hop,Black Magic,2002,33
Angie Stone,Snoop Dogg,soul,I Wanna Thank Ya (feat. Snoop Dogg) - Radio Edit,2004,30
Angie Stone,Anthony Hamilton,soul,Stay For A While (feat. Anthony Hamilton),2004,21
A Tribe Called Quest,CeeLo Green,hip-hop,Footprints (feat. CeeLo Green) - Remix,1990,37
A Tribe Called Quest,Faith Evans,hip-hop,Stressed Out (feat. Faith Evans),1996,49
A Tribe Called Quest,N.O.R.E.,hip-hop,Give Me (feat. Noreaga),1998,33
